date,CA,TX,WI,CA_1,CA_2,CA_3,CA_4,TX_1,TX_2,TX_3,WI_1,WI_2,WI_3,total
2013-05-28,12350,7644,6973,3104,2400,4846,2000,2228,3177,2239,2210,2444,2319,26967
2013-05-29,12661,8329,7135,3439,2402,4893,1927,2554,3318,2457,2237,2530,2368,28125
2013-05-30,16213,9646,10227,4393,3399,6012,2409,2700,4035,2911,2986,4020,3221,36086
2013-05-31,19759,13829,11220,5654,3998,7176,2931,3982,5810,4037,3907,3835,3478,44808
2013-06-01,21500,12868,13134,5987,4157,8187,3169,3503,5632,3733,3586,5329,4219,47502
2013-06-02,16824,11180,11241,4602,2992,6893,2337,3146,4460,3574,2674,4784,3783,39245
2013-06-03,15176,9546,9087,3857,2983,6232,2104,2806,3800,2940,2454,3641,2992,33809
2013-06-04,15639,10579,9693,4174,2959,6441,2065,3705,3919,2955,2493,4031,3169,35911
2013-06-05,14096,10520,9550,3048,2850,5885,2313,2981,4538,3001,2695,3730,3125,34166
2013-06-06,17107,11280,9215,4783,3428,6594,2302,3177,4715,3388,2886,3466,2863,37602
2013-06-07,20488,12262,11897,5714,4221,8003,2550,3772,5103,3387,3688,4785,3424,44647
2013-06-08,21873,13317,12974,6091,4308,8736,2738,3766,5578,3973,3671,5101,4202,48164
2013-06-09,17630,10451,8688,4672,2807,7537,2614,3178,4262,3011,2397,3418,2873,36769
2013-06-10,15070,10312,9243,3859,2708,6113,2390,3133,4413,2766,2418,3783,3042,34625
2013-06-11,14339,10052,9551,3765,2632,5851,2091,3053,4089,2910,2430,4243,2878,33942
2013-06-12,14910,10524,8754,3910,2869,5782,2349,3206,4279,3039,2535,3509,2710,34188
2013-06-13,17282,11206,11279,4782,3550,6555,2395,3168,5010,3028,3220,4521,3538,39767
2013-06-14,19445,13512,13352,5526,4177,7244,2498,4133,5824,3555,3909,5228,4215,46309
2013-06-15,17574,12677,9439,4718,3638,6787,2431,4074,5072,3531,2824,3352,3263,39690
2013-06-16,15253,10240,8625,3816,2684,6403,2350,3017,4183,3040,2405,3392,2828,34118
2013-06-17,14223,9217,7737,3772,2472,5802,2177,2768,3763,2686,2262,3022,2453,31177
2013-06-18,14013,9232,7825,3350,2807,5639,2217,2731,3868,2633,2500,2875,2450,31070
2013-06-19,14452,9200,8119,3770,3032,5516,2134,2810,3723,2667,2440,3156,2523,31771
2013-06-20,16679,10458,9566,4870,3109,6308,2392,2920,4379,3159,3094,3363,3109,36703
2013-06-21,19032,12805,10439,5213,4128,7192,2499,3799,5222,3784,3515,3708,3216,42276
2013-06-22,19972,13266,10037,5505,4385,7651,2431,4083,5231,3952,3410,3388,3239,43275
2013-06-23,15516,10380,8222,3985,2802,6080,2649,3051,4101,3228,2526,3028,2668,34118
2013-06-24,14620,9245,7738,3641,2847,5820,2312,2728,3623,2894,2301,2966,2471,31603
2013-06-25,13896,9023,7437,3719,2679,5331,2167,2510,3725,2788,2338,2794,2305,30356
2013-06-26,14578,9134,7745,3635,3085,5589,2269,2713,3862,2559,2466,2964,2315,31457
2013-06-27,17612,10353,8788,4895,3631,6528,2558,2870,4402,3081,2824,3203,2761,36753
2013-06-28,21364,12756,10829,5485,4639,8354,2886,3520,5584,3652,3567,3848,3414,44949
2013-06-29,21044,13539,10240,5782,4135,8163,2964,4085,5585,3869,3494,3245,3501,44823
2013-06-30,18300,11497,8919,5052,3091,7599,2558,3255,4559,3683,2489,3674,2756,38716
2013-07-01,17705,9548,9989,4745,3195,7238,2527,2817,3894,2837,2506,3940,3543,37242
2013-07-02,19894,11644,12461,5295,3617,8136,2846,3139,4922,3583,3353,4850,4258,43999
2013-07-03,17287,11248,8248,4607,3066,7170,2444,3325,4845,3078,2295,3062,2891,36783
2013-07-04,18124,11684,10999,5104,3626,7053,2341,3309,4930,3445,3216,4195,3588,40807
2013-07-05,17843,12766,11223,4853,3636,7123,2231,3656,5352,3758,3014,4438,3771,41832
2013-07-06,20695,13357,10572,6065,3760,8035,2835,4011,5215,4131,2975,3881,3716,44624
2013-07-07,16475,10126,10859,4430,2662,6899,2484,2903,4184,3039,2471,4625,3763,37460
2013-07-08,16104,10405,10744,4176,2776,6717,2435,2957,4368,3080,2737,4824,3183,37253
2013-07-09,16039,9084,9456,4183,2847,6803,2206,2707,3769,2608,2616,3938,2902,34579
2013-07-10,14923,10818,10620,3976,2825,5824,2298,3085,4465,3268,2781,4522,3317,36361
2013-07-11,16907,12245,12127,4910,3292,6412,2293,3685,5046,3514,3211,4941,3975,41279
2013-07-12,19047,14227,11911,5275,4045,7117,2610,4256,5832,4139,3691,4278,3942,45185
2013-07-13,20294,13436,12942,6037,4153,7497,2607,4084,5604,3748,3617,4826,4499,46672
2013-07-14,15533,11083,11008,4116,2658,6096,2663,3210,4495,3378,2926,4599,3483,37624
2013-07-15,14502,9368,10067,3851,2741,5689,2221,2585,3913,2870,2771,4263,3033,33937
2013-07-16,14508,9028,8931,3764,2959,5708,2077,2538,3749,2741,2678,3430,2823,32467
2013-07-17,14971,9740,9210,3892,3011,5808,2260,2582,4104,3054,2910,3311,2989,33921
2013-07-18,16383,9908,9903,4674,3332,5898,2479,2556,4455,2897,3074,3519,3310,36194
2013-07-19,19732,11521,10274,5538,4275,7319,2600,3119,5166,3236,3539,3523,3212,41527
2013-07-20,20560,12539,8940,5913,4230,7857,2560,3406,5490,3643,3140,2917,2883,42039
2013-07-21,14781,9634,7788,3938,2566,5996,2281,2618,4097,2919,2458,2770,2560,32203
2013-07-22,14590,9420,7294,3885,2590,5958,2157,2652,3827,2941,2448,2609,2237,31304
2013-07-23,14347,9662,7459,3693,2861,5497,2296,2638,4357,2667,2393,2824,2242,31468
2013-07-24,15007,9197,7612,3748,2926,5974,2359,2371,4043,2783,2533,2645,2434,31816
2013-07-25,16352,10769,9722,4248,3571,6244,2289,2814,4636,3319,3188,3417,3117,36843
2013-07-26,19286,12360,10026,4708,4311,7509,2758,3311,5170,3879,3505,3418,3103,41672
2013-07-27,19053,12670,8757,5291,3936,7187,2639,3702,5484,3484,3148,2691,2918,40480
2013-07-28,15122,9875,6766,4008,2594,5994,2526,2800,4198,2877,2091,2378,2297,31763
2013-07-29,14093,8944,7125,3702,2801,5437,2153,2530,3650,2764,2339,2573,2213,30162
2013-07-30,14441,8844,7970,3611,2807,6026,1997,2473,3785,2586,2589,3060,2321,31255
2013-07-31,16662,11741,8906,4382,3240,6908,2132,3476,4625,3640,2397,3354,3155,37309
2013-08-01,17874,11721,12068,5314,3343,6880,2337,3246,4770,3705,3026,4589,4453,41663
2013-08-02,20462,13599,13044,5888,4194,7667,2713,3905,5875,3819,3571,5135,4338,47105
2013-08-03,20439,13544,10456,5541,4062,8137,2699,3927,5927,3690,2915,3903,3638,44439
2013-08-04,17120,11628,10401,4726,2826,7259,2309,3381,4701,3546,2362,4532,3507,39149
2013-08-05,15295,10959,10440,4153,2722,6178,2242,3149,4365,3445,2624,4430,3386,36694
2013-08-06,15716,10898,8465,4360,2624,6541,2191,3308,4360,3230,2486,3207,2772,35079
2013-08-07,15548,9665,9673,4249,2717,6419,2163,2829,3809,3027,2496,4265,2912,34886
2013-08-08,17285,12564,10850,4789,3177,6881,2438,3416,5514,3634,2898,4371,3581,40699
2013-08-09,21051,12952,10909,6308,4358,7841,2544,3735,5370,3847,3466,3990,3453,44912
2013-08-10,20776,14761,11983,6276,4111,7667,2722,4218,5938,4605,3305,4795,3883,47520
2013-08-11,16617,11232,10904,4561,2733,6829,2494,3231,4516,3485,2875,4426,3603,38753
2013-08-12,14938,11444,8762,3775,2571,6336,2256,3208,4287,3949,2521,3441,2800,35144
2013-08-13,14879,8876,9977,3762,3066,5641,2410,2671,3565,2640,2680,4211,3086,33732
2013-08-14,15213,10974,11456,4118,2844,5982,2269,3086,4331,3557,2788,5096,3572,37643
2013-08-15,16785,9888,11352,4821,3266,6529,2169,2142,4640,3106,3175,4637,3540,38025
2013-08-16,20418,12856,11157,5603,4636,7359,2820,3762,5250,3844,3495,4080,3582,44431
2013-08-17,20883,13267,10744,5691,4301,8088,2803,3821,5513,3933,3185,3853,3706,44894
2013-08-18,16562,10130,8545,4215,3042,6958,2347,2638,4238,3254,2742,3076,2727,35237
2013-08-19,14879,8910,7836,3539,2895,6227,2218,2697,3604,2609,2423,2881,2532,31625
2013-08-20,14871,9440,8322,4259,2843,5719,2050,2970,3628,2842,2649,3039,2634,32633
2013-08-21,14577,9348,7868,3840,2981,5499,2257,2865,3633,2850,2624,2824,2420,31793
2013-08-22,16665,11295,9153,4316,3324,6546,2479,3263,4393,3639,3058,3270,2825,37113
2013-08-23,20575,13847,10414,5596,4835,7445,2699,4112,5570,4165,3386,3568,3460,44836
2013-08-24,23275,14357,10945,6948,4595,8632,3100,4458,5614,4285,3555,3686,3704,48577
2013-08-25,15435,9839,8926,3883,2811,6409,2332,2721,4101,3017,2647,3210,3069,34200
2013-08-26,14572,9332,9059,3530,2687,6113,2242,2624,3778,2930,2637,3492,2930,32963
2013-08-27,14381,9494,8581,3490,2794,5916,2181,2798,3903,2793,2650,3164,2767,32456
2013-08-28,14521,8676,8513,3600,2827,5869,2225,2643,3463,2570,2547,3167,2799,31710
2013-08-29,18431,11093,12097,5198,3696,6866,2671,3417,4244,3432,3466,4603,4028,41621
2013-08-30,21995,13843,12134,6544,4588,7869,2994,3858,5713,4272,3773,4278,4083,47972
2013-08-31,20502,14101,10138,6053,4204,7718,2527,4292,5527,4282,3096,3861,3181,44741
2013-09-01,21384,13152,12536,5838,4083,8518,2945,3684,5478,3990,3569,4751,4216,47072
2013-09-02,16093,10718,10988,4324,2600,6780,2389,2823,4323,3572,2843,4410,3735,37799
2013-09-03,14916,9290,9122,3805,2940,5879,2292,2659,3882,2749,2293,3732,3097,33328
2013-09-04,15153,10489,9783,3826,2925,6318,2084,3051,4187,3251,2333,4230,3220,35425
2013-09-05,17050,10725,10909,4618,3571,6592,2269,3173,4367,3185,2819,4541,3549,38684
2013-09-06,21435,14426,11739,5756,4691,8176,2812,4295,5815,4316,3401,4370,3968,47600
2013-09-07,23603,14880,13257,6703,4338,9338,3224,4240,6210,4430,3592,5213,4452,51740
2013-09-08,17616,11075,11074,4653,3043,7422,2498,3216,4419,3440,2547,4734,3793,39765
2013-09-09,16409,8993,9261,4169,2804,6992,2444,2824,3346,2823,2376,4087,2798,34663
2013-09-10,15382,10173,10640,3695,2788,6707,2192,2922,4099,3152,2900,4421,3319,36195
2013-09-11,15063,10484,11220,3770,3037,6222,2034,3283,4232,2969,2650,4739,3831,36767
2013-09-12,17151,12449,11371,4568,3283,6712,2588,3356,5138,3955,3024,4645,3702,40971
2013-09-13,20484,14457,14225,5627,4525,7763,2569,4460,5862,4135,4157,5470,4598,49166
2013-09-14,21880,15151,13939,5812,4455,8509,3104,4585,6147,4419,3831,5705,4403,50970
2013-09-15,16589,10591,9595,4164,2668,7340,2417,3125,3918,3548,2474,3882,3239,36775
2013-09-16,14832,9327,8412,3865,2700,6014,2253,2577,3701,3049,2118,3504,2790,32571
2013-09-17,14112,9216,7953,3547,2588,5851,2126,2591,3717,2908,2208,3316,2429,31281
2013-09-18,14148,8889,7786,3621,2596,5794,2137,2645,3461,2783,2102,3160,2524,30823
2013-09-19,16931,9211,10139,4631,3374,6385,2541,2718,3728,2765,2918,3808,3413,36281
2013-09-20,20954,13422,11625,5875,4505,7447,3127,3902,5275,4245,3712,4507,3406,46001
2013-09-21,21819,13522,10869,6214,4560,8219,2826,4092,5343,4087,3561,3844,3464,46210
2013-09-22,15148,9423,8213,3949,2771,6299,2129,2848,3759,2816,2476,3273,2464,32784
2013-09-23,14694,8830,7540,3765,2620,5890,2419,2560,3506,2764,2251,2936,2353,31064
2013-09-24,13355,8732,7872,3235,2334,5665,2121,2612,3391,2729,2467,3065,2340,29959
2013-09-25,14062,8652,7934,3473,2910,5601,2078,2760,3388,2504,2362,3056,2516,30648
2013-09-26,15618,10047,9837,4099,3165,6104,2250,2748,4374,2925,2872,3898,3067,35502
2013-09-27,19821,12909,11711,5665,4562,6919,2675,3527,5504,3878,3582,4621,3508,44441
2013-09-28,20788,12740,10868,6194,4176,7293,3125,3908,5180,3652,3421,4016,3431,44396
2013-09-29,15385,9074,8434,4217,2650,5955,2563,2532,3536,3006,2361,3316,2757,32893
2013-09-30,15717,11206,9807,4454,2779,6153,2331,3126,4406,3674,2727,3954,3126,36730
2013-10-01,14460,9063,10377,3516,2861,5966,2117,2542,3538,2983,2362,4480,3535,33900
2013-10-02,15034,10635,11546,4062,2944,5942,2086,3088,3928,3619,2660,5244,3642,37215
2013-10-03,17030,10061,10243,4735,3308,6741,2246,2854,3823,3384,2672,4205,3366,37334
2013-10-04,21356,13640,13781,5737,4671,8179,2769,4057,5468,4115,3788,5723,4270,48777
2013-10-05,22045,14668,13175,5877,4398,8847,2923,4298,5647,4723,3315,5434,4426,49888
2013-10-06,16759,11000,9244,4582,2891,6858,2428,3084,4345,3571,2406,3589,3249,37003
2013-10-07,15637,9239,9668,4110,2661,6630,2236,2714,3642,2883,2263,4203,3202,34544
2013-10-08,15008,9437,10301,3994,2544,6346,2124,2854,3581,3002,2507,4483,3311,34746
2013-10-09,16033,8925,9061,4142,2856,6543,2492,2834,3576,2515,2491,3819,2751,34019
2013-10-10,16112,10626,11355,4396,3159,6281,2276,3108,4270,3248,2902,4836,3617,38093
2013-10-11,19520,12558,14503,5330,4239,7392,2559,4101,4726,3731,3871,6033,4599,46581
2013-10-12,20465,14064,11814,5767,4128,7866,2704,4294,5809,3961,3337,4718,3759,46343
2013-10-13,15592,10831,10413,4173,2748,6208,2463,3156,4222,3453,2449,4658,3306,36836
2013-10-14,13731,9681,9801,3276,2500,5911,2044,2799,3656,3226,2352,4423,3026,33213
2013-10-15,13987,9319,9371,3383,2725,5722,2157,2545,4209,2565,2517,4069,2785,32677
2013-10-16,13966,8411,8161,3406,2838,5514,2208,2627,3531,2253,2372,3316,2473,30538
2013-10-17,15615,9141,9581,4281,3278,5788,2268,2726,3589,2826,2836,3690,3055,34337
2013-10-18,19048,12055,10940,5147,4180,7226,2495,3462,4991,3602,3489,4028,3423,42043
2013-10-19,20688,12170,10494,5914,4291,7833,2650,3756,4880,3534,3185,3805,3504,43352
2013-10-20,14762,9342,7755,3742,2500,6006,2514,2821,3638,2883,2399,3011,2345,31859
2013-10-21,13558,8128,7271,3349,2474,5307,2428,2311,3172,2645,2194,2859,2218,28957
2013-10-22,13032,8545,7948,3363,2446,5270,1953,2408,3428,2709,2383,3216,2349,29525
2013-10-23,13066,8311,7883,3072,2513,5348,2133,2439,3252,2620,2574,3066,2243,29260
2013-10-24,14957,9144,9776,3955,3078,5745,2179,2510,3954,2680,3155,3821,2800,33877
2013-10-25,19043,11526,11885,5353,4273,7021,2396,3417,4652,3457,4095,4063,3727,42454
2013-10-26,19459,12213,8993,5471,3873,7485,2630,3687,4871,3655,2643,3352,2998,40665
2013-10-27,15149,9371,7538,3943,2578,6133,2495,2657,3712,3002,2096,2845,2597,32058
2013-10-28,13780,8009,7740,3409,2710,5494,2167,2395,3180,2434,2318,2934,2488,29529
2013-10-29,15458,8629,7049,3748,3223,6158,2329,2596,3558,2475,2098,2861,2090,31136
2013-10-30,11722,7625,7687,2982,2253,4552,1935,2273,2953,2399,2244,3123,2320,27034
2013-10-31,16539,11501,11687,4474,3106,6514,2445,3129,4703,3669,3229,4673,3785,39727
2013-11-01,20526,12328,14239,5425,4252,8155,2694,3619,4917,3792,3890,5794,4555,47093
2013-11-02,21495,13166,13712,6180,4014,8482,2819,3983,5420,3763,3795,5624,4293,48373
2013-11-03,15376,9045,8551,4061,2328,6696,2291,2430,3632,2983,2295,3456,2800,32972
2013-11-04,14683,9850,9554,3835,2577,6145,2126,3034,3803,3013,2157,4307,3090,34087
2013-11-05,14152,9143,9735,3556,2497,6032,2067,2612,3395,3136,2309,4600,2826,33030
2013-11-06,13890,9482,8581,3500,2431,5958,2001,2768,3887,2827,2336,3589,2656,31953
2013-11-07,15340,9143,10977,4126,2705,6247,2262,2620,3495,3028,3023,4621,3333,35460
2013-11-08,19643,11819,14255,5288,3861,7700,2794,3527,4755,3537,4026,5564,4665,45717
2013-11-09,20105,12183,11617,5812,3726,7860,2707,3795,4885,3503,3531,4014,4072,43905
2013-11-10,16490,10360,9546,4370,2936,6936,2248,3080,3837,3443,2216,4129,3201,36396
2013-11-11,12770,9517,9988,3231,2224,5195,2120,2892,3691,2934,2356,4540,3092,32275
2013-11-12,12613,8526,8116,3088,2213,5386,1926,2696,3188,2642,2152,3520,2444,29255
2013-11-13,12551,7933,8984,3237,2487,4917,1910,2364,3199,2370,2405,3857,2722,29468
2013-11-14,14870,9989,10916,3947,2926,5925,2072,2662,4019,3308,2768,4594,3554,35775
2013-11-15,19340,12556,12691,5502,4313,7024,2501,3505,4946,4105,3906,4905,3880,44587
2013-11-16,19731,12678,10180,5430,3949,7761,2591,3986,4998,3694,3110,3760,3310,42589
2013-11-17,14428,8938,8744,3741,2749,5595,2343,2717,3312,2909,2419,3486,2839,32110
2013-11-18,12299,8195,8028,3225,2256,4861,1957,2247,3403,2545,2492,3255,2281,28522
2013-11-19,11884,8042,7989,3100,2129,4771,1884,2274,3199,2569,2463,3149,2377,27915
2013-11-20,12375,8055,8269,3180,2307,4982,1906,2353,3292,2410,2753,3148,2368,28699
2013-11-21,14280,8741,9842,3921,2946,5387,2026,2399,3645,2697,2999,3868,2975,32863
2013-11-22,18472,10351,11224,5334,4052,6517,2569,2897,4284,3170,3706,4065,3453,40047
2013-11-23,18198,10810,9438,5288,3721,6704,2485,3110,4462,3238,3210,3247,2981,38446
2013-11-24,13854,7355,7436,4034,2355,5224,2241,2184,2807,2364,2144,2760,2532,28645
2013-11-25,14129,8884,8280,4117,2393,5517,2102,2488,3497,2899,2525,3042,2713,31293
2013-11-26,15079,10922,10138,4487,2773,5365,2454,3055,4099,3768,3349,3582,3207,36139
2013-11-27,8302,6489,5048,2359,1172,3369,1402,2196,2436,1857,1375,1770,1903,19839
2013-11-28,10763,7126,8184,2635,2834,3894,1400,2211,2630,2285,2456,3116,2612,26073
2013-11-29,13572,8388,9586,3452,3034,5268,1818,2400,3543,2445,3364,3118,3104,31546
2013-11-30,16983,10626,10578,4886,3295,6371,2431,3513,4050,3063,3368,3832,3378,38187
2013-12-01,16466,9609,11012,4715,2860,6392,2499,2685,3586,3338,2851,4501,3660,37087
2013-12-02,15949,10508,11567,4214,2641,6795,2299,3057,4104,3347,2672,5103,3792,38024
2013-12-03,13865,8570,9084,3841,2422,5434,2168,2355,3374,2841,2629,3745,2710,31519
2013-12-04,14368,9612,11171,3831,2819,5615,2103,3020,3684,2908,3365,4529,3277,35151
2013-12-05,15616,9818,11465,4410,2958,6137,2111,2828,3987,3003,3380,4576,3509,36899
2013-12-06,19874,12366,12210,5882,4043,7502,2447,3644,4974,3748,3928,4453,3829,44450
2013-12-07,18772,11556,10096,5462,3629,7029,2652,3646,4612,3298,2804,3895,3397,40424
2013-12-08,14829,8855,9969,4082,2502,6002,2243,2549,3428,2878,2367,4482,3120,33653
2013-12-09,14720,8370,8332,4296,2530,5689,2205,2520,3379,2471,2313,3375,2644,31422
2013-12-10,12882,8642,9387,3366,2479,5251,1786,2613,3489,2540,2465,4050,2872,30911
2013-12-11,12353,8769,10547,3451,2340,4896,1666,2626,3448,2695,2743,4677,3127,31669
2013-12-12,14678,9389,12096,3989,2829,5955,1905,2922,3687,2780,3577,4834,3685,36163
2013-12-13,18160,11203,12165,5299,3951,6504,2406,3368,4390,3445,3604,4718,3843,41528
2013-12-14,17943,12422,12732,5172,3782,6734,2255,4071,4861,3490,3377,5478,3877,43097
2013-12-15,14530,9333,8611,4064,2582,5808,2076,2775,3573,2985,2196,3736,2679,32474
2013-12-16,13153,8638,8547,3479,2375,5279,2020,2522,3463,2653,2469,3561,2517,30338
2013-12-17,13387,9549,8756,3453,2678,5255,2001,2829,3693,3027,2746,3376,2634,31692
2013-12-18,13290,10179,8942,3722,2513,5056,1999,3296,3737,3146,2778,3465,2699,32411
2013-12-19,13776,9054,9293,3903,2823,4985,2065,2727,3497,2830,3143,3532,2618,32123
2013-12-20,17676,9930,12868,5361,3748,6147,2420,2984,3892,3054,4858,4246,3764,40474
2013-12-21,17748,10424,6743,5356,3436,6615,2341,3359,3847,3218,2277,2221,2245,34915
2013-12-22,15786,9489,10014,4799,2791,5727,2469,2801,3633,3055,3622,3193,3199,35289
2013-12-23,12607,8888,9582,3458,2355,4594,2200,2729,3294,2865,3085,3592,2905,31077
2013-12-24,5,13,2,0,2,3,0,1,11,1,1,0,1,20
2013-12-25,14544,9739,8444,3570,3018,5972,1984,2732,3879,3128,2690,3012,2742,32727
2013-12-26,14677,9262,9156,4089,2609,5771,2208,2697,3488,3077,3024,3181,2951,33095
2013-12-27,15846,10454,10190,4575,3105,6006,2160,3112,4443,2899,3841,3229,3120,36490
2013-12-28,15455,9983,8683,4281,3154,6040,1980,2839,4234,2910,2817,3008,2858,34121
2013-12-29,15159,8975,8159,4294,2806,6002,2057,2543,3696,2736,2618,2920,2621,32293
2013-12-30,14973,9789,10049,4175,2541,6045,2212,2637,4022,3130,2947,3792,3310,34811
2013-12-31,10884,7837,5124,2913,2149,4319,1503,2277,3509,2051,1626,1968,1530,23845
2014-01-01,14703,8647,9303,4410,2433,5703,2157,2528,3371,2748,2380,3820,3103,32653
2014-01-02,15982,10147,12741,4703,2775,6378,2126,2820,3834,3493,3680,4950,4111,38870
2014-01-03,17993,11291,15332,5087,3492,7043,2371,3153,4600,3538,4934,5633,4765,44616
2014-01-04,19258,12592,13452,5472,3495,7736,2555,3680,5229,3683,3167,5743,4542,45302
2014-01-05,15562,9616,7234,4340,2432,6393,2397,2826,3633,3157,1441,3283,2510,32412
2014-01-06,14199,9289,7464,4043,2347,5723,2086,2821,3525,2943,1924,2621,2919,30952
2014-01-07,13953,8760,10260,3607,2538,5912,1896,2573,3321,2866,2834,3886,3540,32973
2014-01-08,13308,9046,10843,3395,2274,5467,2172,2583,3575,2888,3145,3956,3742,33197
2014-01-09,15094,8404,9268,4134,2864,5932,2164,2519,3281,2604,2686,3357,3225,32766
2014-01-10,20084,12676,15038,5582,4043,7737,2722,3713,5028,3935,4334,5894,4810,47798
2014-01-11,19062,13028,14768,5062,3645,7567,2788,4075,5053,3900,4291,5674,4803,46858
2014-01-12,14826,10226,8662,3720,2564,6099,2443,2952,3923,3351,2411,3315,2936,33714
2014-01-13,12483,8390,9350,3158,2144,5142,2039,2565,3222,2603,2158,3898,3294,30223
2014-01-14,13118,8649,9812,3241,2424,5284,2169,2596,3224,2829,2377,4286,3149,31579
2014-01-15,13275,8290,9625,3193,2567,5527,1988,2582,2979,2729,2478,4283,2864,31190
2014-01-16,15801,8810,10629,4137,3335,6021,2308,2696,3390,2724,3031,4127,3471,35240
2014-01-17,20056,10339,12838,5481,4605,7364,2606,3345,3817,3177,4110,4635,4093,43233
2014-01-18,17807,11231,11389,4872,3446,6975,2514,3839,3994,3398,3626,3967,3796,40427
2014-01-19,15452,9189,8065,4019,3057,6166,2210,2835,3421,2933,2477,2950,2638,32706
2014-01-20,12793,7404,7657,3089,2103,5457,2144,2387,2665,2352,2091,3074,2492,27854
2014-01-21,13228,7567,7402,3109,2387,5589,2143,2255,2683,2629,2270,2897,2235,28197
2014-01-22,12047,7212,6985,2872,2246,4839,2090,2029,2807,2376,2218,2665,2102,26244
2014-01-23,14269,7669,8950,3900,2707,5467,2195,2323,2829,2517,2637,3626,2687,30888
2014-01-24,18248,10581,11700,4750,4244,6764,2490,2980,3974,3627,4289,3860,3551,40529
2014-01-25,19371,10811,10015,5357,4047,7522,2445,3451,3821,3539,3371,3527,3117,40197
2014-01-26,13512,9848,6700,3514,2438,5397,2163,2774,3749,3325,1783,2825,2092,30060
2014-01-27,12167,5634,6199,2873,2294,4855,2145,1830,2075,1729,1735,2658,1806,24000
2014-01-28,10941,6774,7268,2621,2151,4282,1887,2133,2410,2231,2230,2804,2234,24983
2014-01-29,11714,7442,7861,2846,2181,4783,1904,2312,2695,2435,2476,3168,2217,27017
2014-01-30,14942,9334,12213,4359,2853,5403,2327,2646,3268,3420,3462,4780,3971,36489
2014-01-31,20480,12629,12224,6511,4580,6091,3298,3701,4711,4217,3788,4886,3550,45333
2014-02-01,19300,11121,13476,5090,3714,7841,2655,3307,4082,3732,3654,5358,4464,43897
2014-02-02,15947,9288,12059,4161,2498,6985,2303,2651,3281,3356,2480,5612,3967,37294
2014-02-03,13963,7692,8922,3461,2365,5938,2199,2209,2770,2713,2328,3668,2926,30577
2014-02-04,13759,8412,9505,3470,2494,5808,1987,2465,2963,2984,2204,4606,2695,31676
2014-02-05,13845,8352,10192,3566,2385,5633,2261,2479,3268,2605,2495,4755,2942,32389
2014-02-06,14641,9671,9943,4235,2597,5543,2266,2820,3805,3046,2897,4212,2834,34255
2014-02-07,21851,11365,13892,5752,4681,8404,3014,3385,4298,3682,4216,5627,4049,47108
2014-02-08,21126,13388,13526,5747,4290,8406,2683,4080,5078,4230,3948,5125,4453,48040
2014-02-09,15714,8654,8779,4316,2584,6479,2335,2583,3205,2866,2356,3646,2777,33147
2014-02-10,13694,9350,10489,3510,2449,5601,2134,2886,3218,3246,2633,4615,3241,33533
2014-02-11,13889,11094,11755,3465,2620,5612,2192,3290,3989,3815,2695,5395,3665,36738
2014-02-12,15294,11744,10445,3891,2991,6284,2128,3686,4431,3627,2617,4626,3202,37483
2014-02-13,13393,9663,10854,3659,2688,5202,1844,3058,3575,3030,3131,4490,3233,33910
2014-02-14,17799,12726,14440,4900,4147,6444,2308,3908,4539,4279,4420,5629,4391,44965
2014-02-15,17962,12794,13076,4930,3884,6889,2259,4200,4615,3979,4052,4782,4242,43832
2014-02-16,15790,11467,7300,3943,3174,6475,2198,3200,4661,3606,1677,3489,2134,34557
2014-02-17,12719,8556,9435,2988,2385,5370,1976,2530,3207,2819,2667,3709,3059,30710
2014-02-18,12495,8225,9691,2967,2395,5303,1830,2450,2880,2895,2760,3935,2996,30411
2014-02-19,13149,8224,8330,3003,2645,5430,2071,2405,3035,2784,2205,3693,2432,29703
2014-02-20,14070,9316,9940,3813,2722,5529,2006,2843,3444,3029,2789,4137,3014,33326
2014-02-21,17686,10868,12934,4790,4067,6551,2278,3344,3888,3636,4719,4305,3910,41488
2014-02-22,18909,13334,12184,5055,4036,7316,2502,4099,5110,4125,4027,4357,3800,44427
2014-02-23,13794,9228,8775,3574,2475,5332,2413,2731,3408,3089,2522,3547,2706,31797
2014-02-24,13035,8545,8145,3168,2495,5267,2105,2603,3114,2828,2286,3148,2711,29725
2014-02-25,11294,7169,7888,3018,2025,4246,2005,2086,2636,2447,2493,3277,2118,26351
2014-02-26,12578,8424,7888,3164,2531,4760,2123,2480,3045,2899,2431,3256,2201,28890
2014-02-27,13154,9814,11230,3495,2857,4877,1925,2817,3851,3146,3244,4763,3223,34198
2014-02-28,20981,12257,12258,5724,4693,7830,2734,3834,4524,3899,3984,4726,3548,45496
2014-03-01,20852,12206,13719,5516,4298,8145,2893,3713,4499,3994,4180,5337,4202,46777
2014-03-02,15203,10261,11737,3843,2804,6265,2291,2945,3683,3633,2745,5410,3582,37201
2014-03-03,13650,7653,8763,3313,2594,5664,2079,2281,2752,2620,2365,3795,2603,30066
2014-03-04,12396,9265,9617,2949,2269,5127,2051,2894,3356,3015,2246,4536,2835,31278
2014-03-05,12840,9479,10343,3263,2453,5203,1921,2904,3225,3350,2768,4457,3118,32662
2014-03-06,14643,9895,10326,4092,2836,5418,2297,2918,3636,3341,3036,3863,3427,34864
2014-03-07,17971,11665,13849,5070,4022,6704,2175,3462,4359,3844,4200,5552,4097,43485
